Word,Nmorph_ELP,LLM_Predicted_Estimate,Signed_Discrepancy_GPT_minus_NMorph,Absolute_Discrepancy,Transparency_Proximity_0_1,Undersegmentation,Oversegmentation
counterbalancing,3,3,0,0,1,0,0
counterblasts,3,3,0,0,1,0,0
counterclaims,3,3,0,0,1,0,0
counterclockwise,3,3,0,0,1,0,0
counterfeiters,3,4,1,1,0.5,0,1
counterfoils,3,3,0,0,1,0,0
counterintelligence,3,3,0,0,1,0,0
countermanded,3,3,0,0,1,0,0
countermanding,3,3,0,0,1,0,0
countermands,3,3,0,0,1,0,0
countermeasures,3,3,0,0,1,0,0
countermoves,3,3,0,0,1,0,0
counteroffensive,3,3,0,0,1,0,0
counterparts,3,3,0,0,1,0,0
counterplots,3,3,0,0,1,0,0
counterplotted,3,3,0,0,1,0,0
counterplotting,3,3,0,0,1,0,0
COUNTERPOINTING,3,3,0,0,1,0,0
counterpoints,3,3,0,0,1,0,0
counterpoised,3,3,0,0,1,0,0
counterpoises,3,3,0,0,1,0,0
counterpoising,3,3,0,0,1,0,0
countersigned,3,3,0,0,1,0,0
countersigning,3,3,0,0,1,0,0
countersigns,3,3,0,0,1,0,0
countersinking,3,3,0,0,1,0,0
countersinks,3,3,0,0,1,0,0
countervailed,3,3,0,0,1,0,0
countervailing,3,3,0,0,1,0,0
countervails,3,3,0,0,1,0,0
countesses,3,3,0,0,1,0,0
countinghouse,3,2,-1,1,0.5,1,0
countrified,3,3,0,0,1,0,0
couplers,3,3,0,0,1,0,0
couplets,3,2,-1,1,0.5,1,0
couplings,3,3,0,0,1,0,0
courageously,3,3,0,0,1,0,0
courageousness,3,3,0,0,1,0,0
coursers,3,2,-1,1,0.5,1,0
courthouses,3,3,0,0,1,0,0
courtiers,3,3,0,0,1,0,0
courtlier,3,2,-1,1,0.5,1,0
courtliness,3,3,0,0,1,0,0
courtrooms,3,3,0,0,1,0,0
courtships,3,3,0,0,1,0,0
courtyards,3,3,0,0,1,0,0
couturiers,3,3,0,0,1,0,0
coverings,3,3,0,0,1,0,0
coverlets,3,3,0,0,1,0,0
covetously,3,3,0,0,1,0,0
covetousness,3,3,0,0,1,0,0
cowardliness,3,3,0,0,1,0,0
cowbells,3,3,0,0,1,0,0
cowbirds,3,3,0,0,1,0,0
cowboys,3,3,0,0,1,0,0
cowcatcher,3,3,0,0,1,0,0
cowgirls,3,3,0,0,1,0,0
cowhands,3,3,0,0,1,0,0
cowheels,3,3,0,0,1,0,0
cowherds,3,3,0,0,1,0,0
cowhides,3,3,0,0,1,0,0
cowhouses,3,3,0,0,1,0,0
cowlicks,3,3,0,0,1,0,0
cowpats,3,3,0,0,1,0,0
cowsheds,3,3,0,0,1,0,0
cowskins,3,3,0,0,1,0,0
cowslips,3,3,0,0,1,0,0
coxcombs,3,2,-1,1,0.5,1,0
crabbedly,3,3,0,0,1,0,0
crabbedness,3,3,0,0,1,0,0
crabbier,3,2,-1,1,0.5,1,0
crabbiest,3,2,-1,1,0.5,1,0
crabways,3,3,0,0,1,0,0
crackbrained,3,3,0,0,1,0,0
crackdowns,3,3,0,0,1,0,0
crackers,3,2,-1,1,0.5,1,0
crackpots,3,3,0,0,1,0,0
cracksman,3,2,-1,1,0.5,1,0
craftier,3,2,-1,1,0.5,1,0
craftiest,3,3,0,0,1,0,0
craftily,3,2,-1,1,0.5,1,0
craftiness,3,3,0,0,1,0,0
craftsman,3,2,-1,1,0.5,1,0
craftsmen,3,3,0,0,1,0,0
craggier,3,2,-1,1,0.5,1,0
craggiest,3,2,-1,1,0.5,1,0
cragsman,3,2,-1,1,0.5,1,0
crammers,3,2,-1,1,0.5,1,0
cranberries,3,3,0,0,1,0,0
craniums,3,2,-1,1,0.5,1,0
crankier,3,2,-1,1,0.5,1,0
crankshafts,3,3,0,0,1,0,0
crappier,3,2,-1,1,0.5,1,0
crappiest,3,2,-1,1,0.5,1,0
cravings,3,3,0,0,1,0,0
crawfishes,3,3,0,0,1,0,0
crawlers,3,3,0,0,1,0,0
crayfishes,3,3,0,0,1,0,0
crazier,3,2,-1,1,0.5,1,0
craziest,3,2,-1,1,0.5,1,0
crazily,3,2,-1,1,0.5,1,0
craziness,3,2,-1,1,0.5,1,0
creakier,3,2,-1,1,0.5,1,0
creakiest,3,3,0,0,1,0,0
creakily,3,2,-1,1,0.5,1,0
creameries,3,3,0,0,1,0,0
creamers,3,3,0,0,1,0,0
creamier,3,2,-1,1,0.5,1,0
creamiest,3,2,-1,1,0.5,1,0
creaminess,3,3,0,0,1,0,0
creations,3,3,0,0,1,0,0
creation's,3,3,0,0,1,0,0
creatively,3,3,0,0,1,0,0
creativeness,3,3,0,0,1,0,0
creativity,3,3,0,0,1,0,0
creators,3,3,0,0,1,0,0
credibility,3,3,0,0,1,0,0
credibly,3,2,-1,1,0.5,1,0
creditably,3,3,0,0,1,0,0
creditors,3,3,0,0,1,0,0
credulities,3,3,0,0,1,0,0
credulously,3,3,0,0,1,0,0
credulousness,3,3,0,0,1,0,0
creepers,3,3,0,0,1,0,0
creepier,3,2,-1,1,0.5,1,0
creepiest,3,2,-1,1,0.5,1,0
creepily,3,2,-1,1,0.5,1,0
creepiness,3,3,0,0,1,0,0
cremations,3,3,0,0,1,0,0
crematoriums,3,3,0,0,1,0,0
crestfallen,3,2,-1,1,0.5,1,0
crewmembers,3,3,0,0,1,0,0
cricketers,3,3,0,0,1,0,0
criers,3,2,-1,1,0.5,1,0
criminality,3,3,0,0,1,0,0
criminally,3,3,0,0,1,0,0
criminals,3,3,0,0,1,0,0
criminologist,3,3,0,0,1,0,0
criminology,3,3,0,0,1,0,0
crinklier,3,3,0,0,1,0,0
crinkliest,3,3,0,0,1,0,0
crispier,3,2,-1,1,0.5,1,0
crispiest,3,2,-1,1,0.5,1,0
crisscrossed,3,3,0,0,1,0,0
crisscrosses,3,3,0,0,1,0,0
crisscrossing,3,3,0,0,1,0,0
criterions,3,3,0,0,1,0,0
criticality,3,3,0,0,1,0,0
critically,3,3,0,0,1,0,0
criticisms,3,3,0,0,1,0,0
criticized,3,3,0,0,1,0,0
criticizes,3,3,0,0,1,0,0
criticizing,3,3,0,0,1,0,0
crofters,3,3,0,0,1,0,0
Cromwellian,3,3,0,0,1,0,0
Cromwell's,3,2,-1,1,0.5,1,0
crookedly,3,3,0,0,1,0,0
crookedness,3,3,0,0,1,0,0
crooners,3,3,0,0,1,0,0
croppers,3,3,0,0,1,0,0
crossbars,3,3,0,0,1,0,0
crossbeams,3,3,0,0,1,0,0
crossbones,3,2,-1,1,0.5,1,0
crossbows,3,3,0,0,1,0,0
crossbreeding,3,3,0,0,1,0,0
crossbreeds,3,3,0,0,1,0,0
crosschecked,3,3,0,0,1,0,0
crosschecking,3,3,0,0,1,0,0
crosschecks,3,3,0,0,1,0,0
crosscurrent,3,2,-1,1,0.5,1,0
crosscuts,3,3,0,0,1,0,0
crosseyed,3,2,-1,1,0.5,1,0
crossfires,3,3,0,0,1,0,0
crossings,3,3,0,0,1,0,0
crosskeys,3,2,-1,1,0.5,1,0
crossovers,3,3,0,0,1,0,0
crosspatches,3,3,0,0,1,0,0
crosspieces,3,3,0,0,1,0,0
crossroads,3,2,-1,1,0.5,1,0
crosswalks,3,3,0,0,1,0,0
crossways,3,2,-1,1,0.5,1,0
crosswinds,3,3,0,0,1,0,0
crosswords,3,3,0,0,1,0,0
crowbars,3,3,0,0,1,0,0
crowdedness,3,3,0,0,1,0,0
crowfoots,3,3,0,0,1,0,0
crucified,3,3,0,0,1,0,0
crucifies,3,3,0,0,1,0,0
crucifixes,3,3,0,0,1,0,0
crucifixion,3,3,0,0,1,0,0
crucifying,3,3,0,0,1,0,0
crudities,3,3,0,0,1,0,0
cruelties,3,2,-1,1,0.5,1,0
cruisers,3,3,0,0,1,0,0
crumblier,3,2,-1,1,0.5,1,0
crumbliest,3,3,0,0,1,0,0
crummier,3,2,-1,1,0.5,1,0
crummiest,3,2,-1,1,0.5,1,0
crunchier,3,2,-1,1,0.5,1,0
crunchiest,3,3,0,0,1,0,0
crusaders,3,3,0,0,1,0,0
crushers,3,3,0,0,1,0,0
crushingly,3,3,0,0,1,0,0
crustaceans,3,3,0,0,1,0,0
crustier,3,2,-1,1,0.5,1,0
crustiest,3,2,-1,1,0.5,1,0
crustily,3,2,-1,1,0.5,1,0
crustiness,3,3,0,0,1,0,0
crybabies,3,3,0,0,1,0,0
cryptically,3,3,0,0,1,0,0
cryptograms,3,3,0,0,1,0,0
cryptographer,3,3,0,0,1,0,0
cryptographic,3,3,0,0,1,0,0
cryptography,3,3,0,0,1,0,0
CRYSTALLITES,3,3,0,0,1,0,0
crystallization,3,3,0,0,1,0,0
crystallized,3,3,0,0,1,0,0
crystallizes,3,3,0,0,1,0,0
crystallizing,3,3,0,0,1,0,0
crystallography,3,3,0,0,1,0,0
Cubans,3,2,-1,1,0.5,1,0
cubbyholes,3,3,0,0,1,0,0
cubical,3,2,-1,1,0.5,1,0
cubists,3,2,-1,1,0.5,1,0
cuddlier,3,2,-1,1,0.5,1,0
cuddliest,3,2,-1,1,0.5,1,0
cufflinks,3,3,0,0,1,0,0
culminations,3,3,0,0,1,0,0
culpability,3,3,0,0,1,0,0
culpably,3,2,-1,1,0.5,1,0
cultivated,3,3,0,0,1,0,0
cultivates,3,3,0,0,1,0,0
cultivating,3,3,0,0,1,0,0
cultivation,3,3,0,0,1,0,0
cultivator,3,3,0,0,1,0,0
culturally,3,3,0,0,1,0,0
cumulation,3,3,0,0,1,0,0
cumulative,3,3,0,0,1,0,0
CUNNINGHAM'S,3,3,0,0,1,0,0
cupcakes,3,2,-1,1,0.5,1,0
cupfuls,3,3,0,0,1,0,0
curability,3,3,0,0,1,0,0
curably,3,2,-1,1,0.5,1,0
curacies,3,3,0,0,1,0,0
curates,3,2,-1,1,0.5,1,0
curatives,3,3,0,0,1,0,0
curator,3,2,-1,1,0.5,1,0
curiosities,3,3,0,0,1,0,0
curlers,3,2,-1,1,0.5,1,0
curlier,3,2,-1,1,0.5,1,0
curliest,3,2,-1,1,0.5,1,0
curliness,3,3,0,0,1,0,0
currencies,3,3,0,0,1,0,0
currently,3,2,-1,1,0.5,1,0
currents,3,2,-1,1,0.5,1,0
curricular,3,3,0,0,1,0,0
curriculums,3,3,0,0,1,0,0
cursedly,3,3,0,0,1,0,0
cursively,3,3,0,0,1,0,0
cursorily,3,3,0,0,1,0,0
curtailments,3,3,0,0,1,0,0
curvaceously,3,3,0,0,1,0,0
cussedness,3,3,0,0,1,0,0
custodians,3,3,0,0,1,0,0
custodianship,3,3,0,0,1,0,0
customarily,3,3,0,0,1,0,0
customers,3,3,0,0,1,0,0
customer's,3,3,0,0,1,0,0
customhouses,3,3,0,0,1,0,0
cutbacks,3,3,0,0,1,0,0
cutlets,3,2,-1,1,0.5,1,0
cutouts,3,3,0,0,1,0,0
cutpurses,3,3,0,0,1,0,0
cutters,3,2,-1,1,0.5,1,0
cutthroats,3,3,0,0,1,0,0
cuttingly,3,3,0,0,1,0,0
cuttings,3,3,0,0,1,0,0
cuttlefishes,3,3,0,0,1,0,0
cutworms,3,3,0,0,1,0,0
cyclical,3,2,-1,1,0.5,1,0
cyclically,3,3,0,0,1,0,0
cyclists,3,3,0,0,1,0,0
cylindrical,3,3,0,0,1,0,0
cylindrically,3,3,0,0,1,0,0
cynically,3,3,0,0,1,0,0
cynicisms,3,3,0,0,1,0,0
cytologist,3,3,0,0,1,0,0
cytology,3,2,-1,1,0.5,1,0
czarinas,3,3,0,0,1,0,0
Czechoslovakia,3,3,0,0,1,0,0
Czechoslovaks,3,3,0,0,1,0,0
dabblers,3,3,0,0,1,0,0
daddies,3,2,-1,1,0.5,1,0
daddy's,3,2,-1,1,0.5,1,0
DADE'S,3,2,-1,1,0.5,1,0
daguerreotypes,3,3,0,0,1,0,0
dailies,3,2,-1,1,0.5,1,0
dairymaids,3,3,0,0,1,0,0
dalesman,3,2,-1,1,0.5,1,0
DALTON'S,3,2,-1,1,0.5,1,0
damnably,3,3,0,0,1,0,0
damnedest,3,3,0,0,1,0,0
dampened,3,3,0,0,1,0,0
dampening,3,3,0,0,1,0,0
dampens,3,3,0,0,1,0,0
dampers,3,2,-1,1,0.5,1,0
dancers,3,3,0,0,1,0,0
dandified,3,3,0,0,1,0,0
dandifies,3,3,0,0,1,0,0
dandifying,3,3,0,0,1,0,0
dangerously,3,3,0,0,1,0,0
DANNY'S,3,2,-1,1,0.5,1,0
daredevils,3,3,0,0,1,0,0
daringly,3,3,0,0,1,0,0
darkened,3,3,0,0,1,0,0
darkening,3,3,0,0,1,0,0
darkens,3,3,0,0,1,0,0
darkhaired,3,3,0,0,1,0,0
darkies,3,2,-1,1,0.5,1,0
darkrooms,3,3,0,0,1,0,0
dartboards,3,3,0,0,1,0,0
DARTMOUTH'S,3,2,-1,1,0.5,1,0
Darwinism,3,3,0,0,1,0,0
Darwin's,3,2,-1,1,0.5,1,0
dashboards,3,3,0,0,1,0,0
dashingly,3,3,0,0,1,0,0
DATELINED,3,3,0,0,1,0,0
datelines,3,3,0,0,1,0,0
dauntlessly,3,3,0,0,1,0,0
davenports,3,3,0,0,1,0,0
dawdlers,3,3,0,0,1,0,0
daydreamed,3,3,0,0,1,0,0
daydreamer,3,3,0,0,1,0,0
daydreaming,3,3,0,0,1,0,0
daydreams,3,3,0,0,1,0,0
daygirls,3,3,0,0,1,0,0
DAYLIGHTS,3,3,0,0,1,0,0
daylight's,3,3,0,0,1,0,0
dazedly,3,2,-1,1,0.5,1,0
deaconesses,3,3,0,0,1,0,0
deadened,3,3,0,0,1,0,0
deadening,3,3,0,0,1,0,0
deadens,3,3,0,0,1,0,0
deadheads,3,3,0,0,1,0,0
deadlier,3,3,0,0,1,0,0
deadliest,3,3,0,0,1,0,0
deadlines,3,2,-1,1,0.5,1,0
deadliness,3,3,0,0,1,0,0
deadlocks,3,3,0,0,1,0,0
deafened,3,3,0,0,1,0,0
deafening,3,3,0,0,1,0,0
deafens,3,3,0,0,1,0,0
dealers,3,2,-1,1,0.5,1,0
dealer's,3,2,-1,1,0.5,1,0
dealings,3,3,0,0,1,0,0
deaneries,3,3,0,0,1,0,0
dearies,3,3,0,0,1,0,0
deathbeds,3,3,0,0,1,0,0
deathblows,3,2,-1,1,0.5,1,0
debagged,3,3,0,0,1,0,0
debagging,3,3,0,0,1,0,0
debags,3,3,0,0,1,0,0
debarkation,3,3,0,0,1,0,0
debarked,3,3,0,0,1,0,0
debarking,3,3,0,0,1,0,0
debarks,3,3,0,0,1,0,0
debased,3,3,0,0,1,0,0
debasement,3,3,0,0,1,0,0
debases,3,3,0,0,1,0,0
debasing,3,3,0,0,1,0,0
debaters,3,3,0,0,1,0,0
debaucheries,3,3,0,0,1,0,0
deboned,3,3,0,0,1,0,0
debones,3,3,0,0,1,0,0
deboning,3,3,0,0,1,0,0
debriefed,3,3,0,0,1,0,0
debriefing,3,3,0,0,1,0,0
debriefs,3,3,0,0,1,0,0
debtors,3,2,-1,1,0.5,1,0
debugged,3,3,0,0,1,0,0
debugging,3,3,0,0,1,0,0
debugs,3,3,0,0,1,0,0
debunked,3,3,0,0,1,0,0
debunker,3,3,0,0,1,0,0
debunking,3,3,0,0,1,0,0
debunks,3,3,0,0,1,0,0
decadently,3,3,0,0,1,0,0
decamped,3,3,0,0,1,0,0
decamping,3,3,0,0,1,0,0
decamps,3,2,-1,1,0.5,1,0
decanted,3,3,0,0,1,0,0
decanter,3,3,0,0,1,0,0
decanting,3,3,0,0,1,0,0
decants,3,3,0,0,1,0,0
decapitate,3,3,0,0,1,0,0
decarbonize,3,3,0,0,1,0,0
decasyllabic,3,3,0,0,1,0,0
decasyllable,3,3,0,0,1,0,0
decathlons,3,3,0,0,1,0,0
deceitfully,3,4,1,1,0.5,0,1
deceitfulness,3,4,1,1,0.5,0,1
deceived,3,3,0,0,1,0,0
deceiver,3,3,0,0,1,0,0
deceives,3,3,0,0,1,0,0
deceiving,3,3,0,0,1,0,0
decelerate,3,3,0,0,1,0,0
decencies,3,3,0,0,1,0,0
decently,3,3,0,0,1,0,0
deception,3,3,0,0,1,0,0
deceptive,3,3,0,0,1,0,0
decertify,3,3,0,0,1,0,0
decidedly,3,3,0,0,1,0,0
decimalize,3,2,-1,1,0.5,1,0
decimally,3,3,0,0,1,0,0
decimals,3,3,0,0,1,0,0
decimated,3,3,0,0,1,0,0
decimates,3,3,0,0,1,0,0
decimating,3,3,0,0,1,0,0
decimation,3,3,0,0,1,0,0
decipherable,3,3,0,0,1,0,0
deciphered,3,3,0,0,1,0,0
deciphering,3,3,0,0,1,0,0
deciphers,3,3,0,0,1,0,0
DECISIONAL,3,3,0,0,1,0,0
decisions,3,3,0,0,1,0,0
decisively,3,3,0,0,1,0,0
decisiveness,3,3,0,0,1,0,0
declaimed,3,3,0,0,1,0,0
declaiming,3,3,0,0,1,0,0
declaims,3,3,0,0,1,0,0
declamation,3,3,0,0,1,0,0
declamatory,3,3,0,0,1,0,0
declarations,3,3,0,0,1,0,0
declassify,3,3,0,0,1,0,0
declensions,3,3,0,0,1,0,0
declination,3,3,0,0,1,0,0
declined,3,3,0,0,1,0,0
declines,3,3,0,0,1,0,0
declining,3,3,0,0,1,0,0
declivities,3,3,0,0,1,0,0
declutched,3,3,0,0,1,0,0
declutches,3,3,0,0,1,0,0
declutching,3,3,0,0,1,0,0
decoction,3,3,0,0,1,0,0
decoded,3,3,0,0,1,0,0
decoder,3,3,0,0,1,0,0
decodes,3,3,0,0,1,0,0
decoding,3,3,0,0,1,0,0
decolonize,3,3,0,0,1,0,0
decompose,3,3,0,0,1,0,0
decompress,3,2,-1,1,0.5,1,0
decontaminate,3,3,0,0,1,0,0
decontrolled,3,3,0,0,1,0,0
decontrolling,3,3,0,0,1,0,0
decontrols,3,3,0,0,1,0,0
decorated,3,3,0,0,1,0,0
decorates,3,3,0,0,1,0,0
decorating,3,3,0,0,1,0,0
decorative,3,3,0,0,1,0,0
decorator,3,3,0,0,1,0,0
decorously,3,3,0,0,1,0,0
decreased,3,3,0,0,1,0,0
decreases,3,3,0,0,1,0,0
decreasing,3,3,0,0,1,0,0
decried,3,2,-1,1,0.5,1,0
decries,3,2,-1,1,0.5,1,0
decrying,3,3,0,0,1,0,0
dedicatedly,3,3,0,0,1,0,0
dedications,3,3,0,0,1,0,0
deduced,3,3,0,0,1,0,0
deduces,3,3,0,0,1,0,0
deducible,3,3,0,0,1,0,0
deducing,3,3,0,0,1,0,0
DEDUCTABLE,3,3,0,0,1,0,0
deducted,3,3,0,0,1,0,0
deductible,3,3,0,0,1,0,0
deducting,3,3,0,0,1,0,0
deduction,3,3,0,0,1,0,0
deductive,3,3,0,0,1,0,0
deducts,3,3,0,0,1,0,0
deedpolls,3,3,0,0,1,0,0
deepened,3,3,0,0,1,0,0
deepening,3,3,0,0,1,0,0
deepens,3,3,0,0,1,0,0
deerskins,3,3,0,0,1,0,0
deerstalker,3,3,0,0,1,0,0
defaced,3,3,0,0,1,0,0
defacement,3,3,0,0,1,0,0
defaces,3,3,0,0,1,0,0
defacing,3,3,0,0,1,0,0
defalcations,3,4,1,1,0.5,0,1
defamation,3,3,0,0,1,0,0
defamatory,3,3,0,0,1,0,0
defamed,3,3,0,0,1,0,0
defames,3,3,0,0,1,0,0
defaming,3,3,0,0,1,0,0
defaulters,3,3,0,0,1,0,0
defeatists,3,3,0,0,1,0,0
defecations,3,4,1,1,0.5,0,1
defected,3,3,0,0,1,0,0
defecting,3,3,0,0,1,0,0
defection,3,3,0,0,1,0,0
defective,3,3,0,0,1,0,0
defector,3,3,0,0,1,0,0
defects,3,3,0,0,1,0,0
defencelessly,3,3,0,0,1,0,0
defencelessness,3,3,0,0,1,0,0
defendants,3,3,0,0,1,0,0
defendant's,3,3,0,0,1,0,0
defenders,3,3,0,0,1,0,0
defensibly,3,3,0,0,1,0,0
defensively,3,3,0,0,1,0,0
defensiveness,3,3,0,0,1,0,0
deference,3,3,0,0,1,0,0
deferent,3,2,-1,1,0.5,1,0
deferment,3,3,0,0,1,0,0
deferred,3,3,0,0,1,0,0
deferring,3,3,0,0,1,0,0
defers,3,3,0,0,1,0,0
defiantly,3,3,0,0,1,0,0
deficiency,3,3,0,0,1,0,0
deficient,3,3,0,0,1,0,0
deficit,3,2,-1,1,0.5,1,0
defilers,3,3,0,0,1,0,0
definable,3,3,0,0,1,0,0
defined,3,3,0,0,1,0,0
defines,3,3,0,0,1,0,0
defining,3,3,0,0,1,0,0
definite,3,2,-1,1,0.5,1,0
definition,3,3,0,0,1,0,0
deflated,3,3,0,0,1,0,0
deflates,3,3,0,0,1,0,0
deflating,3,3,0,0,1,0,0
deflation,3,3,0,0,1,0,0
deflected,3,3,0,0,1,0,0
deflecting,3,3,0,0,1,0,0
deflection,3,3,0,0,1,0,0
deflects,3,3,0,0,1,0,0
deflowered,3,3,0,0,1,0,0
deflowering,3,3,0,0,1,0,0
deflowers,3,3,0,0,1,0,0
defoliant,3,3,0,0,1,0,0
defoliate,3,3,0,0,1,0,0
deforestation,3,3,0,0,1,0,0
deforested,3,3,0,0,1,0,0
deforesting,3,3,0,0,1,0,0
deforests,3,3,0,0,1,0,0
deformation,3,3,0,0,1,0,0
deformed,3,3,0,0,1,0,0
deforming,3,3,0,0,1,0,0
deformity,3,3,0,0,1,0,0
deforms,3,3,0,0,1,0,0
defrauded,3,3,0,0,1,0,0
defrauding,3,3,0,0,1,0,0
defrauds,3,3,0,0,1,0,0
defrayments,3,3,0,0,1,0,0
defrocked,3,3,0,0,1,0,0
defrocking,3,3,0,0,1,0,0
defrocks,3,3,0,0,1,0,0
defrosted,3,3,0,0,1,0,0
defroster,3,3,0,0,1,0,0
defrosts,3,3,0,0,1,0,0
defused,3,3,0,0,1,0,0
defuses,3,3,0,0,1,0,0
defusing,3,3,0,0,1,0,0
degeneracy,3,3,0,0,1,0,0
degenerate,3,3,0,0,1,0,0
dehumanize,3,3,0,0,1,0,0
dehydrate,3,2,-1,1,0.5,1,0
deified,3,3,0,0,1,0,0
deifies,3,3,0,0,1,0,0
deifying,3,3,0,0,1,0,0
deities,3,3,0,0,1,0,0
dejected,3,3,0,0,1,0,0
dejecting,3,3,0,0,1,0,0
dejection,3,3,0,0,1,0,0
dejects,3,3,0,0,1,0,0
delectably,3,3,0,0,1,0,0
delegacies,3,3,0,0,1,0,0
delegated,3,3,0,0,1,0,0
delegates,3,3,0,0,1,0,0
delegating,3,3,0,0,1,0,0
delegation,3,3,0,0,1,0,0
deletions,3,3,0,0,1,0,0
deliberated,3,3,0,0,1,0,0
deliberately,3,3,0,0,1,0,0
deliberateness,3,3,0,0,1,0,0
deliberates,3,3,0,0,1,0,0
deliberating,3,3,0,0,1,0,0
deliberation,3,3,0,0,1,0,0
deliberative,3,3,0,0,1,0,0
delicacies,3,3,0,0,1,0,0
delicately,3,3,0,0,1,0,0
delightfully,3,3,0,0,1,0,0
delimitate,3,3,0,0,1,0,0
delimitation,3,3,0,0,1,0,0
delimited,3,3,0,0,1,0,0
delimiting,3,3,0,0,1,0,0
delimits,3,3,0,0,1,0,0
delineate,3,3,0,0,1,0,0
delinquencies,3,4,1,1,0.5,0,1
delinquents,3,3,0,0,1,0,0
deliriously,3,3,0,0,1,0,0
deliverances,3,3,0,0,1,0,0
deliverers,3,3,0,0,1,0,0
deliveries,3,3,0,0,1,0,0
deliveryman,3,3,0,0,1,0,0
deliverymen,3,3,0,0,1,0,0
deloused,3,3,0,0,1,0,0
delouses,3,3,0,0,1,0,0
delousing,3,3,0,0,1,0,0
deltas,3,2,-1,1,0.5,1,0
deltoids,3,3,0,0,1,0,0
delusions,3,3,0,0,1,0,0
delusively,3,3,0,0,1,0,0
demagnetize,3,3,0,0,1,0,0
demanded,3,3,0,0,1,0,0
demander,3,2,-1,1,0.5,1,0
demanding,3,3,0,0,1,0,0
demands,3,3,0,0,1,0,0
demarcate,3,2,-1,1,0.5,1,0
dementedly,3,3,0,0,1,0,0
demerits,3,3,0,0,1,0,0
demigoddess,3,3,0,0,1,0,0
demigods,3,3,0,0,1,0,0
demilitarize,3,3,0,0,1,0,0
demisted,3,3,0,0,1,0,0
demister,3,3,0,0,1,0,0
demisting,3,3,0,0,1,0,0
demists,3,3,0,0,1,0,0
demobbed,3,3,0,0,1,0,0
demobbing,3,3,0,0,1,0,0
demobilize,3,3,0,0,1,0,0
demobs,3,2,-1,1,0.5,1,0
democracies,3,3,0,0,1,0,0
democratic,3,3,0,0,1,0,0
democratize,3,3,0,0,1,0,0
Democrats,3,3,0,0,1,0,0
demographer,3,3,0,0,1,0,0
demographic,3,3,0,0,1,0,0
demography,3,3,0,0,1,0,0
demolitions,3,3,0,0,1,0,0
demonetize,3,3,0,0,1,0,0
demoniacal,3,3,0,0,1,0,0
demoniacally,3,3,0,0,1,0,0
demonstrable,3,3,0,0,1,0,0
demonstrate,3,2,-1,1,0.5,1,0
demoralize,3,3,0,0,1,0,0
demoted,3,3,0,0,1,0,0
demotes,3,3,0,0,1,0,0
demoting,3,3,0,0,1,0,0
demotion,3,2,-1,1,0.5,1,0
demystify,3,3,0,0,1,0,0
denatured,3,3,0,0,1,0,0
deniably,3,3,0,0,1,0,0
denials,3,3,0,0,1,0,0
denominate,3,3,0,0,1,0,0
denotation,3,3,0,0,1,0,0
denotative,3,3,0,0,1,0,0
denoted,3,3,0,0,1,0,0
denotes,3,3,0,0,1,0,0
denoting,3,3,0,0,1,0,0
denounced,3,3,0,0,1,0,0
denounces,3,3,0,0,1,0,0
denouncing,3,3,0,0,1,0,0
densities,3,3,0,0,1,0,0
dentals,3,2,-1,1,0.5,1,0
dentistry,3,3,0,0,1,0,0
dentists,3,3,0,0,1,0,0
dentures,3,2,-1,1,0.5,1,0
denudation,3,3,0,0,1,0,0
denuded,3,3,0,0,1,0,0
denudes,3,3,0,0,1,0,0
denuding,3,3,0,0,1,0,0
denunciate,3,3,0,0,1,0,0
deodorant,3,3,0,0,1,0,0
deodorize,3,3,0,0,1,0,0
departures,3,3,0,0,1,0,0
dependable,3,3,0,0,1,0,0
dependant,3,3,0,0,1,0,0
depended,3,3,0,0,1,0,0
dependence,3,3,0,0,1,0,0
dependent,3,3,0,0,1,0,0
depending,3,3,0,0,1,0,0
depends,3,3,0,0,1,0,0
depicted,3,3,0,0,1,0,0
depicting,3,3,0,0,1,0,0
depiction,3,3,0,0,1,0,0
depicts,3,3,0,0,1,0,0
depilations,3,4,1,1,0.5,0,1
deplaned,3,3,0,0,1,0,0
deplanes,3,3,0,0,1,0,0
deplaning,3,3,0,0,1,0,0
depleted,3,3,0,0,1,0,0
depletes,3,3,0,0,1,0,0
depleting,3,3,0,0,1,0,0
depletion,3,3,0,0,1,0,0
deplorable,3,3,0,0,1,0,0
deplored,3,3,0,0,1,0,0
deplores,3,3,0,0,1,0,0
deploring,3,3,0,0,1,0,0
deployments,3,3,0,0,1,0,0
depopulate,3,3,0,0,1,0,0
deportation,3,3,0,0,1,0,0
deported,3,3,0,0,1,0,0
deportee,3,2,-1,1,0.5,1,0
deporting,3,3,0,0,1,0,0
deportment,3,3,0,0,1,0,0
deports,3,3,0,0,1,0,0
deposed,3,3,0,0,1,0,0
deposes,3,3,0,0,1,0,0
deposing,3,3,0,0,1,0,0
deposit,3,2,-1,1,0.5,1,0
depravities,3,3,0,0,1,0,0
deprecatingly,3,4,1,1,0.5,0,1
depreciate,3,3,0,0,1,0,0
depredations,3,4,1,1,0.5,0,1
depressed,3,3,0,0,1,0,0
depresses,3,3,0,0,1,0,0
depressing,3,3,0,0,1,0,0
depression,3,3,0,0,1,0,0
depressive,3,2,-1,1,0.5,1,0
deprivation,3,3,0,0,1,0,0
deprived,3,3,0,0,1,0,0
depriving,3,3,0,0,1,0,0
